M3LX,20200622,18,18,18,18,468900
M3LY,20200622,0.01,0.01,0.01,0.01,6300
M3LZ,20200622,10,10,10,10,282400
M5DA,20200622,-22,-22,-22,-22,18600
M5DB,20200622,-16,-16,-16,-16,2800
M5DC,20200622,-751,-751,-751,-751,192500
M5DE,20200622,-264,-264,-264,-264,185400
M5DF,20200622,-31,-31,-31,-31,6000
M5DG,20200622,-432,-432,-432,-432,98200
M5DH,20200622,-891,-891,-891,-891,346800
M5DI,20200622,-56,-56,-56,-56,7200
M5DJ,20200622,-22,-22,-22,-22,2800
M5DK,20200622,-21,-21,-21,-21,7100
M5DL,20200622,-467,-467,-467,-467,294900
M5DM,20200622,-11,-11,-11,-11,3300
M5DN,20200622,-910,-910,-910,-910,189900
M5DO,20200622,-40,-40,-40,-40,10000
M5DP,20200622,-247,-247,-247,-247,49800
M5DQ,20200622,-426,-426,-426,-426,260400
M5DR,20200622,-23,-23,-23,-23,3100
M5DS,20200622,-13,-13,-13,-13,6100
M5DT,20200622,-15,-15,-15,-15,2600
M5DU,20200622,-238,-238,-238,-238,250500
M5DV,20200622,-1120,-1120,-1120,-1120,391200
M5DW,20200622,-9,-9,-9,-9,2600
M5DX,20200622,-1358,-1358,-1358,-1358,468900
M5DY,20200622,-30,-30,-30,-30,6300
M5DZ,20200622,-1174,-1174,-1174,-1174,282400
M5HA,20200622,42,42,42,42,18600
M5HB,20200622,2,2,2,2,2800
M5HC,20200622,241,241,241,241,192500
M5HE,20200622,427,427,427,427,185400
M5HF,20200622,2,2,2,2,6000
M5HG,20200622,119,119,119,119,98200
M5HH,20200622,452,452,452,452,346800
M5HI,20200622,2,2,2,2,7200
M5HJ,20200622,2,2,2,2,2800
M5HK,20200622,11,11,11,11,7100
M5HL,20200622,285,285,285,285,294900
M5HM,20200622,2,2,2,2,3300
M5HN,20200622,192,192,192,192,189900
M5HO,20200622,11,11,11,11,10000
M5HP,20200622,46,46,46,46,49800
M5HQ,20200622,503,503,503,503,260400
M5HR,20200622,0.01,0.01,0.01,0.01,3100
M5HS,20200622,9,9,9,9,6100
M5HT,20200622,0.01,0.01,0.01,0.01,2600
M5HU,20200622,129,129,129,129,250500
M5HV,20200622,608,608,608,608,391200
M5HW,20200622,4,4,4,4,2600
M5HX,20200622,737,737,737,737,468900
M5HY,20200622,12,12,12,12,6300
M5HZ,20200622,346,346,346,346,282400
M5LA,20200622,64,64,64,64,18600
M5LB,20200622,18,18,18,18,2800
M5LC,20200622,992,992,992,992,192500
M5LE,20200622,691,691,691,691,185400
M5LF,20200622,33,33,33,33,6000
M5LG,20200622,551,551,551,551,98200
M5LH,20200622,1343,1343,1343,1343,346800
M5LI,20200622,58,58,58,58,7200
M5LJ,20200622,24,24,24,24,2800
M5LK,20200622,32,32,32,32,7100
M5LL,20200622,752,752,752,752,294900
M5LM,20200622,13,13,13,13,3300
M5LN,20200622,1102,1102,1102,1102,189900
M5LO,20200622,51,51,51,51,10000
M5LP,20200622,293,293,293,293,49800
M5LQ,20200622,929,929,929,929,260400
M5LR,20200622,23,23,23,23,3100
M5LS,20200622,22,22,22,22,6100
M5LT,20200622,15,15,15,15,2600
M5LU,20200622,367,367,367,367,250500
M5LV,20200622,1728,1728,1728,1728,391200
M5LW,20200622,13,13,13,13,2600
M5LX,20200622,2095,2095,2095,2095,468900
M5LY,20200622,42,42,42,42,6300
M5LZ,20200622,1520,1520,1520,1520,282400
M6DA,20200622,11,11,11,11,18600
M6DB,20200622,0.01,0.01,0.01,0.01,2800
M6DC,20200622,50,50,50,50,192500
M6DE,20200622,63,63,63,63,185400
M6DF,20200622,0.01,0.01,0.01,0.01,6000
M6DG,20200622,42,42,42,42,98200
M6DH,20200622,139,139,139,139,346800
M6DI,20200622,0.01,0.01,0.01,0.01,7200
M6DJ,20200622,0.01,0.01,0.01,0.01,2800
M6DK,20200622,4,4,4,4,7100
M6DL,20200622,34,34,34,34,294900
M6DM,20200622,0.01,0.01,0.01,0.01,3300
M6DN,20200622,38,38,38,38,189900
M6DO,20200622,5,5,5,5,10000
M6DP,20200622,12,12,12,12,49800
M6DQ,20200622,124,124,124,124,260400
M6DR,20200622,0.01,0.01,0.01,0.01,3100
M6DS,20200622,4,4,4,4,6100
M6DT,20200622,0.01,0.01,0.01,0.01,2600
M6DU,20200622,6,6,6,6,250500
M6DV,20200622,167,167,167,167,391200
M6DW,20200622,3,3,3,3,2600
M6DX,20200622,173,173,173,173,468900
M6DY,20200622,1,1,1,1,6300
M6DZ,20200622,88,88,88,88,282400
M6HA,20200622,11,11,11,11,18600
M6HB,20200622,0.01,0.01,0.01,0.01,2800
M6HC,20200622,58,58,58,58,192500
M6HE,20200622,74,74,74,74,185400
M6HF,20200622,0.01,0.01,0.01,0.01,6000
M6HG,20200622,42,42,42,42,98200
M6HH,20200622,142,142,142,142,346800
M6HI,20200622,0.01,0.01,0.01,0.01,7200
M6HJ,20200622,0.01,0.01,0.01,0.01,2800
M6HK,20200622,4,4,4,4,7100
M6HL,20200622,41,41,41,41,294900
M6HM,20200622,0.01,0.01,0.01,0.01,3300
M6HN,20200622,43,43,43,43,189900
M6HO,20200622,5,5,5,5,10000
M6HP,20200622,12,12,12,12,49800
M6HQ,20200622,129,129,129,129,260400
M6HR,20200622,0.01,0.01,0.01,0.01,3100
M6HS,20200622,4,4,4,4,6100
M6HT,20200622,0.01,0.01,0.01,0.01,2600
M6HU,20200622,8,8,8,8,250500
M6HV,20200622,175,175,175,175,391200
M6HW,20200622,3,3,3,3,2600
M6HX,20200622,183,183,183,183,468900
M6HY,20200622,1,1,1,1,6300
M6HZ,20200622,96,96,96,96,282400
M6LA,20200622,0.01,0.01,0.01,0.01,18600
M6LB,20200622,0.01,0.01,0.01,0.01,2800
M6LC,20200622,8,8,8,8,192500
M6LE,20200622,11,11,11,11,185400
M6LF,20200622,0.01,0.01,0.01,0.01,6000
M6LG,20200622,0.01,0.01,0.01,0.01,98200
M6LH,20200622,3,3,3,3,346800
M6LI,20200622,0.01,0.01,0.01,0.01,7200
M6LJ,20200622,0.01,0.01,0.01,0.01,2800
M6LK,20200622,0.01,0.01,0.01,0.01,7100
M6LL,20200622,7,7,7,7,294900
M6LM,20200622,0.01,0.01,0.01,0.01,3300
M6LN,20200622,5,5,5,5,189900
M6LO,20200622,0.01,0.01,0.01,0.01,10000
M6LP,20200622,0.01,0.01,0.01,0.01,49800
M6LQ,20200622,5,5,5,5,260400
M6LR,20200622,0.01,0.01,0.01,0.01,3100
M6LS,20200622,0.01,0.01,0.01,0.01,6100
M6LT,20200622,0.01,0.01,0.01,0.01,2600
M6LU,20200622,2,2,2,2,250500
M6LV,20200622,8,8,8,8,391200
M6LW,20200622,0.01,0.01,0.01,0.01,2600
M6LX,20200622,10,10,10,10,468900
M6LY,20200622,0.01,0.01,0.01,0.01,6300
M6LZ,20200622,8,8,8,8,282400
MADA,20200622,6,6,6,6,18600
MADB,20200622,0.01,0.01,0.01,0.01,2800
MADC,20200622,38,38,38,38,192500
MADE,20200622,58,58,58,58,185400
MADF,20200622,0.01,0.01,0.01,0.01,6000
MADG,20200622,37,37,37,37,98200
MADH,20200622,116,116,116,116,346800
MADI,20200622,0.01,0.01,0.01,0.01,7200
MADJ,20200622,0.01,0.01,0.01,0.01,2800
MADK,20200622,4,4,4,4,7100
MADL,20200622,21,21,21,21,294900
MADM,20200622,0.01,0.01,0.01,0.01,3300
MADN,20200622,32,32,32,32,189900
MADO,20200622,5,5,5,5,10000
MADP,20200622,12,12,12,12,49800
MADQ,20200622,99,99,99,99,260400
MADR,20200622,0.01,0.01,0.01,0.01,3100
MADS,20200622,4,4,4,4,6100
MADT,20200622,0.01,0.01,0.01,0.01,2600
MADU,20200622,6,6,6,6,250500
MADV,20200622,131,131,131,131,391200
MADW,20200622,3,3,3,3,2600
MADX,20200622,137,137,137,137,468900
MADY,20200622,1,1,1,1,6300
MADZ,20200622,74,74,74,74,282400
MAHA,20200622,6,6,6,6,18600
MAHB,20200622,0.01,0.01,0.01,0.01,2800
MAHC,20200622,46,46,46,46,192500
MAHE,20200622,68,68,68,68,185400
MAHF,20200622,0.01,0.01,0.01,0.01,6000
MAHG,20200622,37,37,37,37,98200
MAHH,20200622,119,119,119,119,346800
MAHI,20200622,0.01,0.01,0.01,0.01,7200
MAHJ,20200622,0.01,0.01,0.01,0.01,2800
MAHK,20200622,4,4,4,4,7100
MAHL,20200622,27,27,27,27,294900
MAHM,20200622,0.01,0.01,0.01,0.01,3300
MAHN,20200622,36,36,36,36,189900
MAHO,20200622,5,5,5,5,10000
MAHP,20200622,12,12,12,12,49800
MAHQ,20200622,104,104,104,104,260400
MAHR,20200622,0.01,0.01,0.01,0.01,3100
MAHS,20200622,4,4,4,4,6100
MAHT,20200622,0.01,0.01,0.01,0.01,2600
MAHU,20200622,7,7,7,7,250500
MAHV,20200622,139,139,139,139,391200
MAHW,20200622,3,3,3,3,2600
MAHX,20200622,146,146,146,146,468900
MAHY,20200622,1,1,1,1,6300
MAHZ,20200622,82,82,82,82,282400
MALA,20200622,0.01,0.01,0.01,0.01,18600
MALB,20200622,0.01,0.01,0.01,0.01,2800
MALC,20200622,8,8,8,8,192500
MALE,20200622,10,10,10,10,185400
MALF,20200622,0.01,0.01,0.01,0.01,6000
MALG,20200622,0.01,0.01,0.01,0.01,98200
MALH,20200622,3,3,3,3,346800
MALI,20200622,0.01,0.01,0.01,0.01,7200
MALJ,20200622,0.01,0.01,0.01,0.01,2800
MALK,20200622,0.01,0.01,0.01,0.01,7100
MALL,20200622,6,6,6,6,294900
MALM,20200622,0.01,0.01,0.01,0.01,3300
MALN,20200622,4,4,4,4,189900
MALO,20200622,0.01,0.01,0.01,0.01,10000
MALP,20200622,0.01,0.01,0.01,0.01,49800
MALQ,20200622,5,5,5,5,260400
MALR,20200622,0.01,0.01,0.01,0.01,3100
MALS,20200622,0.01,0.01,0.01,0.01,6100
MALT,20200622,0.01,0.01,0.01,0.01,2600
MALU,20200622,1,1,1,1,250500
MALV,20200622,8,8,8,8,391200
MALW,20200622,0.01,0.01,0.01,0.01,2600
MALX,20200622,9,9,9,9,468900
MALY,20200622,0.01,0.01,0.01,0.01,6300
MALZ,20200622,8,8,8,8,282400
MMFD,20200622,25.93,40.04,25.93,39.49,0
MMFI,20200622,71.26,77.05,71.26,77,0
MMOF,20200622,38.06,39.66,38.05,39.46,0
MMOH,20200622,53.71,57.54,53.71,57.48,0
MMTH,20200622,36.15,37.27,36.15,37.09,0
MMTW,20200622,35.55,43.68,35.55,43.66,0
MNFD,20200622,37.99,38.22,37.97,38.22,0
MNFI,20200622,76.33,76.57,76.33,76.37,0
MNOF,20200622,39.26,39.26,38.87,38.87,0
MNOH,20200622,56.33,56.38,56.04,56.04,0
MNTH,20200622,37.58,37.58,37.2,37.2,0
MNTW,20200622,43.5,44.06,43.5,44.04,0
MOFD,20200622,32.16,32.27,32.11,32.18,0
MOFI,20200622,81.96,82.13,81.89,81.89,0
MOOF,20200622,37.67,37.67,37.25,37.25,0
MOOH,20200622,54.28,54.28,53.99,54.01,0
MOTH,20200622,36.19,36.19,35.78,35.78,0
MOTW,20200622,56.53,56.94,56.53,56.88,0
MPFD,20200622,61.58,61.84,61.49,61.7,0
MPFI,20200622,78.78,78.79,78.41,78.41,0
MPOF,20200622,29.76,29.76,29.45,29.45,0
MPOH,20200622,34.53,34.53,34.23,34.23,0
MPTH,20200622,29.66,29.66,29.32,29.32,0
MPTW,20200622,66.39,66.53,66.34,66.34,0
MTFD,20200622,41.59,51.48,41.59,48.52,0
MTFI,20200622,74.57,76.34,74.07,75.27,0
MTOF,20200622,37.18,37.8,35.32,36.16,0
MTOH,20200622,53.99,55.35,53.45,55.35,0
MTTH,20200622,34.66,34.66,32.71,33.21,0
MTTW,20200622,46.42,50.94,46.19,50,0
MUFD,20200622,45.37,46.48,44.86,46.29,0
MUFI,20200622,76.05,76.12,75.64,75.92,0
MUOF,20200622,36.13,36.13,35.41,35.92,0
MUOH,20200622,55.04,55.04,54.15,54.44,0
MUTH,20200622,34.03,34.03,32.76,33.14,0
MUTW,20200622,49.36,50.37,49.3,50.37,0
MVFD,20200622,32.77,32.77,31.81,32.77,0
MVFI,20200622,79.41,79.41,78.33,78.33,0
MVOF,20200622,35.71,35.71,34.7,35,0
MVOH,20200622,49.57,49.57,48.21,48.33,0
MVTH,20200622,35.08,35.08,33.52,33.88,0
MVTW,20200622,56.3,56.83,56.09,56.66,0
MWFD,20200622,63.88,64.38,63.88,64.09,0
MWFI,20200622,82.05,82.05,80.26,80.26,0
MWOF,20200622,36.53,36.53,34.39,34.39,0
MWOH,20200622,41.02,41.02,38.53,38.53,0
MWTH,20200622,34.61,34.61,33.08,33.08,0
MWTW,20200622,64.74,64.74,63.53,63.53,0
MYDA,20200622,11,11,11,11,18600
MYDB,20200622,0.01,0.01,0.01,0.01,2800
MYDC,20200622,52,52,52,52,192500
MYDE,20200622,64,64,64,64,185400
MYDF,20200622,0.01,0.01,0.01,0.01,6000
MYDG,20200622,42,42,42,42,98200
MYDH,20200622,141,141,141,141,346800
MYDI,20200622,0.01,0.01,0.01,0.01,7200
MYDJ,20200622,0.01,0.01,0.01,0.01,2800
MYDK,20200622,4,4,4,4,7100
MYDL,20200622,34,34,34,34,294900
MYDM,20200622,0.01,0.01,0.01,0.01,3300
MYDN,20200622,38,38,38,38,189900
MYDO,20200622,5,5,5,5,10000
MYDP,20200622,12,12,12,12,49800
MYDQ,20200622,126,126,126,126,260400
MYDR,20200622,0.01,0.01,0.01,0.01,3100
MYDS,20200622,4,4,4,4,6100
MYDT,20200622,0.01,0.01,0.01,0.01,2600
MYDU,20200622,7,7,7,7,250500
MYDV,20200622,168,168,168,168,391200
MYDW,20200622,3,3,3,3,2600
MYDX,20200622,175,175,175,175,468900
MYDY,20200622,1,1,1,1,6300
MYDZ,20200622,90,90,90,90,282400
MYHA,20200622,11,11,11,11,18600
MYHB,20200622,0.01,0.01,0.01,0.01,2800
MYHC,20200622,60,60,60,60,192500
MYHE,20200622,75,75,75,75,185400
MYHF,20200622,0.01,0.01,0.01,0.01,6000
MYHG,20200622,42,42,42,42,98200
MYHH,20200622,144,144,144,144,346800
MYHI,20200622,0.01,0.01,0.01,0.01,7200
MYHJ,20200622,0.01,0.01,0.01,0.01,2800
MYHK,20200622,4,4,4,4,7100
MYHL,20200622,42,42,42,42,294900
MYHM,20200622,0.01,0.01,0.01,0.01,3300
MYHN,20200622,43,43,43,43,189900
MYHO,20200622,5,5,5,5,10000
MYHP,20200622,12,12,12,12,49800
MYHQ,20200622,132,132,132,132,260400
MYHR,20200622,0.01,0.01,0.01,0.01,3100
MYHS,20200622,4,4,4,4,6100
MYHT,20200622,0.01,0.01,0.01,0.01,2600
MYHU,20200622,9,9,9,9,250500
MYHV,20200622,177,177,177,177,391200
MYHW,20200622,3,3,3,3,2600
MYHX,20200622,186,186,186,186,468900
MYHY,20200622,1,1,1,1,6300
MYHZ,20200622,98,98,98,98,282400
MYLA,20200622,0.01,0.01,0.01,0.01,18600
MYLB,20200622,0.01,0.01,0.01,0.01,2800
MYLC,20200622,8,8,8,8,192500
MYLE,20200622,11,11,11,11,185400
MYLF,20200622,0.01,0.01,0.01,0.01,6000
MYLG,20200622,0.01,0.01,0.01,0.01,98200
MYLH,20200622,3,3,3,3,346800
MYLI,20200622,0.01,0.01,0.01,0.01,7200
MYLJ,20200622,0.01,0.01,0.01,0.01,2800
MYLK,20200622,0.01,0.01,0.01,0.01,7100
MYLL,20200622,8,8,8,8,294900
MYLM,20200622,0.01,0.01,0.01,0.01,3300
MYLN,20200622,5,5,5,5,189900
MYLO,20200622,0.01,0.01,0.01,0.01,10000
MYLP,20200622,0.01,0.01,0.01,0.01,49800
MYLQ,20200622,6,6,6,6,260400
MYLR,20200622,0.01,0.01,0.01,0.01,3100
MYLS,20200622,0.01,0.01,0.01,0.01,6100
MYLT,20200622,0.01,0.01,0.01,0.01,2600
MYLU,20200622,2,2,2,2,250500
MYLV,20200622,9,9,9,9,391200
MYLW,20200622,0.01,0.01,0.01,0.01,2600
MYLX,20200622,11,11,11,11,468900
MYLY,20200622,0.01,0.01,0.01,0.01,6300
MYLZ,20200622,8,8,8,8,282400
N1DA,20200622,-77,-77,-77,-77,59500
N1DB,20200622,-36,-36,-36,-36,39300
N1DC,20200622,14,14,14,14,10300
N1DD,20200622,2,2,2,2,3000
N1DE,20200622,-5,-5,-5,-5,6400
N1DF,20200622,-3,-3,-3,-3,2000
N1DG,20200622,-4,-4,-4,-4,1500
N1DH,20200622,8,8,8,8,21900
N1DI,20200622,0.01,0.01,0.01,0.01,6000
N1DJ,20200622,27,27,27,27,20900
N1DK,20200622,23,23,23,23,61500
N1DL,20200622,40,40,40,40,34400
N1DM,20200622,7,7,7,7,12800
N1DN,20200622,70,70,70,70,108700
N1DO,20200622,29,29,29,29,98100
N1DP,20200622,60,60,60,60,40400
N1DU,20200622,112,112,112,112,172800
N1HA,20200622,16,16,16,16,59500
N1HB,20200622,11,11,11,11,39300
N1HC,20200622,17,17,17,17,10300
N1HD,20200622,2,2,2,2,3000
N1HE,20200622,2,2,2,2,6400
N1HF,20200622,0.01,0.01,0.01,0.01,2000
N1HG,20200622,0.01,0.01,0.01,0.01,1500
N1HH,20200622,14,14,14,14,21900
N1HI,20200622,2,2,2,2,6000
N1HJ,20200622,40,40,40,40,20900
N1HK,20200622,59,59,59,59,61500
N1HL,20200622,69,69,69,69,34400
N1HM,20200622,23,23,23,23,12800
N1HN,20200622,151,151,151,151,108700
N1HO,20200622,101,101,101,101,98100
N1HP,20200622,68,68,68,68,40400
N1HU,20200622,236,236,236,236,172800
N1LA,20200622,93,93,93,93,59500
N1LB,20200622,47,47,47,47,39300
N1LC,20200622,3,3,3,3,10300
N1LD,20200622,0.01,0.01,0.01,0.01,3000
N1LE,20200622,7,7,7,7,6400
N1LF,20200622,3,3,3,3,2000
N1LG,20200622,4,4,4,4,1500
N1LH,20200622,6,6,6,6,21900
N1LI,20200622,2,2,2,2,6000
N1LJ,20200622,13,13,13,13,20900
N1LK,20200622,36,36,36,36,61500
N1LL,20200622,29,29,29,29,34400
N1LM,20200622,16,16,16,16,12800
N1LN,20200622,81,81,81,81,108700
N1LO,20200622,72,72,72,72,98100
N1LP,20200622,8,8,8,8,40400
N1LU,20200622,124,124,124,124,172800
N3DA,20200622,11,11,11,11,59500
N3DB,20200622,10,10,10,10,39300
N3DC,20200622,15,15,15,15,10300
N3DD,20200622,2,2,2,2,3000
N3DE,20200622,2,2,2,2,6400
N3DF,20200622,0.01,0.01,0.01,0.01,2000
N3DG,20200622,0.01,0.01,0.01,0.01,1500
N3DH,20200622,12,12,12,12,21900
N3DI,20200622,2,2,2,2,6000
N3DJ,20200622,32,32,32,32,20900
N3DK,20200622,43,43,43,43,61500
N3DL,20200622,53,53,53,53,34400
N3DM,20200622,9,9,9,9,12800
N3DN,20200622,105,105,105,105,108700
N3DO,20200622,87,87,87,87,98100
N3DP,20200622,55,55,55,55,40400
N3DU,20200622,182,182,182,182,172800
N3HA,20200622,15,15,15,15,59500
N3HB,20200622,10,10,10,10,39300
N3HC,20200622,15,15,15,15,10300
N3HD,20200622,2,2,2,2,3000
N3HE,20200622,2,2,2,2,6400
N3HF,20200622,0.01,0.01,0.01,0.01,2000
N3HG,20200622,0.01,0.01,0.01,0.01,1500
N3HH,20200622,12,12,12,12,21900
N3HI,20200622,2,2,2,2,6000
N3HJ,20200622,34,34,34,34,20900
N3HK,20200622,48,48,48,48,61500
N3HL,20200622,55,55,55,55,34400
N3HM,20200622,13,13,13,13,12800
N3HN,20200622,116,116,116,116,108700
N3HO,20200622,89,89,89,89,98100
N3HP,20200622,57,57,57,57,40400
N3HU,20200622,194,194,194,194,172800
N3LA,20200622,4,4,4,4,59500
N3LB,20200622,0.01,0.01,0.01,0.01,39300
N3LC,20200622,0.01,0.01,0.01,0.01,10300
N3LD,20200622,0.01,0.01,0.01,0.01,3000
N3LE,20200622,0.01,0.01,0.01,0.01,6400
N3LF,20200622,0.01,0.01,0.01,0.01,2000
N3LG,20200622,0.01,0.01,0.01,0.01,1500
N3LH,20200622,0.01,0.01,0.01,0.01,21900
N3LI,20200622,0.01,0.01,0.01,0.01,6000
N3LJ,20200622,2,2,2,2,20900
N3LK,20200622,5,5,5,5,61500
N3LL,20200622,2,2,2,2,34400
N3LM,20200622,4,4,4,4,12800
N3LN,20200622,11,11,11,11,108700
N3LO,20200622,2,2,2,2,98100
N3LP,20200622,2,2,2,2,40400
N3LU,20200622,12,12,12,12,172800
N5DA,20200622,-366,-366,-366,-366,59500
N5DB,20200622,-208,-208,-208,-208,39300
N5DC,20200622,-14,-14,-14,-14,10300
N5DD,20200622,-15,-15,-15,-15,3000
N5DE,20200622,-43,-43,-43,-43,6400
N5DF,20200622,-17,-17,-17,-17,2000
N5DG,20200622,-12,-12,-12,-12,1500
N5DH,20200622,-22,-22,-22,-22,21900
N5DI,20200622,-21,-21,-21,-21,6000
N5DJ,20200622,60,60,60,60,20900
N5DK,20200622,-47,-47,-47,-47,61500
N5DL,20200622,87,87,87,87,34400
N5DM,20200622,11,11,11,11,12800
N5DN,20200622,51,51,51,51,108700
N5DO,20200622,-236,-236,-236,-236,98100
N5DP,20200622,-19,-19,-19,-19,40400
N5DU,20200622,58,58,58,58,172800
N5HA,20200622,37,37,37,37,59500
N5HB,20200622,36,36,36,36,39300
N5HC,20200622,22,22,22,22,10300
N5HD,20200622,3,3,3,3,3000
N5HE,20200622,4,4,4,4,6400
N5HF,20200622,0.01,0.01,0.01,0.01,2000
N5HG,20200622,1,1,1,1,1500
N5HH,20200622,52,52,52,52,21900
N5HI,20200622,10,10,10,10,6000
N5HJ,20200622,96,96,96,96,20900
N5HK,20200622,169,169,169,169,61500
N5HL,20200622,157,157,157,157,34400
N5HM,20200622,50,50,50,50,12800
N5HN,20200622,376,376,376,376,108700
N5HO,20200622,184,184,184,184,98100
N5HP,20200622,115,115,115,115,40400
N5HU,20200622,483,483,483,483,172800
N5LA,20200622,403,403,403,403,59500
N5LB,20200622,244,244,244,244,39300
N5LC,20200622,36,36,36,36,10300
N5LD,20200622,18,18,18,18,3000
N5LE,20200622,47,47,47,47,6400
N5LF,20200622,17,17,17,17,2000
N5LG,20200622,13,13,13,13,1500
N5LH,20200622,74,74,74,74,21900
N5LI,20200622,31,31,31,31,6000
N5LJ,20200622,36,36,36,36,20900
N5LK,20200622,216,216,216,216,61500
N5LL,20200622,70,70,70,70,34400
N5LM,20200622,39,39,39,39,12800
N5LN,20200622,325,325,325,325,108700
N5LO,20200622,420,420,420,420,98100
N5LP,20200622,134,134,134,134,40400
N5LU,20200622,425,425,425,425,172800
N6DA,20200622,9,9,9,9,59500
N6DB,20200622,7,7,7,7,39300
N6DC,20200622,13,13,13,13,10300
N6DD,20200622,2,2,2,2,3000
N6DE,20200622,2,2,2,2,6400
N6DF,20200622,0.01,0.01,0.01,0.01,2000
N6DG,20200622,0.01,0.01,0.01,0.01,1500
N6DH,20200622,6,6,6,6,21900
N6DI,20200622,1,1,1,1,6000
N6DJ,20200622,23,23,23,23,20900
N6DK,20200622,25,25,25,25,61500
N6DL,20200622,38,38,38,38,34400
N6DM,20200622,8,8,8,8,12800
N6DN,20200622,71,71,71,71,108700
N6DO,20200622,58,58,58,58,98100
N6DP,20200622,12,12,12,12,40400
N6DU,20200622,102,102,102,102,172800
N6HA,20200622,13,13,13,13,59500
N6HB,20200622,7,7,7,7,39300
N6HC,20200622,13,13,13,13,10300
N6HD,20200622,2,2,2,2,3000
N6HE,20200622,2,2,2,2,6400
N6HF,20200622,0.01,0.01,0.01,0.01,2000
N6HG,20200622,0.01,0.01,0.01,0.01,1500
N6HH,20200622,6,6,6,6,21900
N6HI,20200622,1,1,1,1,6000
N6HJ,20200622,24,24,24,24,20900
N6HK,20200622,27,27,27,27,61500
N6HL,20200622,39,39,39,39,34400
N6HM,20200622,9,9,9,9,12800
N6HN,20200622,75,75,75,75,108700
N6HO,20200622,60,60,60,60,98100
N6HP,20200622,13,13,13,13,40400
N6HU,20200622,109,109,109,109,172800
N6LA,20200622,4,4,4,4,59500
N6LB,20200622,0.01,0.01,0.01,0.01,39300
N6LC,20200622,0.01,0.01,0.01,0.01,10300
N6LD,20200622,0.01,0.01,0.01,0.01,3000
N6LE,20200622,0.01,0.01,0.01,0.01,6400
N6LF,20200622,0.01,0.01,0.01,0.01,2000
N6LG,20200622,0.01,0.01,0.01,0.01,1500
N6LH,20200622,0.01,0.01,0.01,0.01,21900
N6LI,20200622,0.01,0.01,0.01,0.01,6000
N6LJ,20200622,1,1,1,1,20900
N6LK,20200622,2,2,2,2,61500
N6LL,20200622,1,1,1,1,34400
N6LM,20200622,1,1,1,1,12800
N6LN,20200622,4,4,4,4,108700
N6LO,20200622,2,2,2,2,98100
N6LP,20200622,1,1,1,1,40400
N6LU,20200622,7,7,7,7,172800
NADA,20200622,5,5,5,5,59500
NADB,20200622,6,6,6,6,39300
NADC,20200622,13,13,13,13,10300
NADD,20200622,2,2,2,2,3000
NADE,20200622,2,2,2,2,6400
NADF,20200622,0.01,0.01,0.01,0.01,2000
NADG,20200622,0.01,0.01,0.01,0.01,1500
NADH,20200622,6,6,6,6,21900
NADI,20200622,1,1,1,1,6000
NADJ,20200622,21,21,21,21,20900
NADK,20200622,22,22,22,22,61500
NADL,20200622,32,32,32,32,34400
NADM,20200622,6,6,6,6,12800
NADN,20200622,60,60,60,60,108700
NADO,20200622,51,51,51,51,98100
NADP,20200622,11,11,11,11,40400
NADU,20200622,79,79,79,79,172800
NAHA,20200622,9,9,9,9,59500
NAHB,20200622,6,6,6,6,39300
NAHC,20200622,13,13,13,13,10300
NAHD,20200622,2,2,2,2,3000
NAHE,20200622,2,2,2,2,6400
NAHF,20200622,0.01,0.01,0.01,0.01,2000
NAHG,20200622,0.01,0.01,0.01,0.01,1500
NAHH,20200622,6,6,6,6,21900
NAHI,20200622,1,1,1,1,6000
NAHJ,20200622,22,22,22,22,20900
NAHK,20200622,23,23,23,23,61500
NAHL,20200622,33,33,33,33,34400
NAHM,20200622,6,6,6,6,12800
NAHN,20200622,62,62,62,62,108700
NAHO,20200622,53,53,53,53,98100
NAHP,20200622,12,12,12,12,40400
NAHU,20200622,85,85,85,85,172800
NALA,20200622,4,4,4,4,59500
NALB,20200622,0.01,0.01,0.01,0.01,39300
NALC,20200622,0.01,0.01,0.01,0.01,10300
NALD,20200622,0.01,0.01,0.01,0.01,3000
NALE,20200622,0.01,0.01,0.01,0.01,6400
NALF,20200622,0.01,0.01,0.01,0.01,2000
NALG,20200622,0.01,0.01,0.01,0.01,1500
NALH,20200622,0.01,0.01,0.01,0.01,21900
NALI,20200622,0.01,0.01,0.01,0.01,6000
NALJ,20200622,1,1,1,1,20900
NALK,20200622,1,1,1,1,61500
NALL,20200622,1,1,1,1,34400
NALM,20200622,0.01,0.01,0.01,0.01,12800
NALN,20200622,2,2,2,2,108700
NALO,20200622,2,2,2,2,98100
NALP,20200622,1,1,1,1,40400
NALU,20200622,6,6,6,6,172800
NAST,20200622,4512.14,4563.34,4492.68,4538.47,0
NBI,20200622,4320.13,4351.43,4260.71,4337.59,0
NCFD,20200622,28.23,47.16,28.23,46.35,0
NCFI,20200622,72.36,79.85,72.36,79.55,0
NCOF,20200622,61.03,65.18,61.03,65.18,0
NCOH,20200622,47.16,50.2,47.16,49.59,0
NCTH,20200622,45.64,48.78,45.64,48.48,0
NCTW,20200622,38.76,47.87,38.76,47.16,0
NDFD,20200622,38.83,62.13,38.83,60.19,0
NDFI,20200622,84.46,90.29,84.46,87.37,0
NDOF,20200622,79.61,81.55,79.61,81.55,0
